folio	date	hora_apertura	close_time	mesa	server_id	mesero_nombre	guests	turno	vta_comida	beverage_subtotal	descuento	comp	cancelado	subtotal	iva	total	propina	cash	tarjeta	forma_pago	store_id	tipo_servicio	descripcion_producto
CHQ-FRMX-TV-CDMX-001-20240210-0342	2024-02-10	11:24	17:50	28	MES-007	María Elena Gutiérrez Flores	4	morning	424.5	141.5	0	0	0	566	90.56	656.56	79.24	0	656.56	tarjeta	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240211-0343	2024-02-11	22:26	19:42	25	MES-028	María Elena Gutiérrez Flores	4	morning	562.5	187.5	0	0	15	750	117.6	852.6	102.9	0	852.6	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240205-0344	2024-02-05	16:49	8:43	1	MES-030	Ana Cruz Martínez	3	night	587.25	195.75	0	11.75	15.66	783	120.89	876.48	105.78	0	876.48	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240206-0345	2024-02-06	9:59	16:53	1	MES-003	José Antonio López Hernández	2	night	669	223	35.68	0	17.84	892	134.16	972.64	117.39	0	972.64	tarjeta	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240207-0346	2024-02-07	9:05	16:22	5	MES-033	Diego Vázquez Castillo	4	morning	609	203	32.48	12.18	0	812	122.77	890.11	107.43	0	890.11	tarjeta	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240208-0347	2024-02-08	16:57	18:57	25	MES-034	Ana Cruz Martínez	4	morning	172.5	57.5	9.2	0	4.6	230	34.59	250.79	30.27	250.79	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240209-0348	2024-02-09	19:39	19:45	29	MES-012	Luis Ramírez Torres	1	morning	675	225	0	13.5	0	900	141.84	1028.34	124.11	0	1028.34	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240210-0349	2024-02-10	21:40	23:06	25	MES-011	Carmen Jiménez Ortiz	4	afternoon	114	38	6.08	0	3.04	152	22.86	165.74	20	165.74	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240211-0350	2024-02-11	17:01	15:56	15	MES-015	Pablo Mendoza Romero	4	morning	311.25	103.75	0	0	0	415	66.4	481.4	58.1	481.4	0	efectivo	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240205-0351	2024-02-05	18:06	13:56	17	MES-028	María Elena Gutiérrez Flores	1	morning	90.75	30.25	0	0	0	121	19.36	140.36	16.94	140.36	0	efectivo	FRMX-CD-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-TV-CDMX-001-20240206-0352	2024-02-06	19:42	12:09	27	MES-005	Luis Ramírez Torres	2	afternoon	460.5	153.5	0	9.21	0	614	96.77	701.56	84.67	701.56	0	efectivo	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240207-0353	2024-02-07	8:11	23:40	30	MES-017	María Elena Gutiérrez Flores	2	night	192.75	64.25	0	0	0	257	41.12	298.12	35.98	0	298.12	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240208-0354	2024-02-08	17:14	23:46	15	MES-033	Pablo Mendoza Romero	4	night	382.5	127.5	0	0	0	510	81.6	591.6	71.4	591.6	0	efectivo	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240209-0355	2024-02-09	11:02	18:48	23	MES-035	Sofía Reyes Morales	1	night	417.75	139.25	0	8.36	11.14	557	86	623.5	75.25	0	623.5	tarjeta	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240210-0356	2024-02-10	16:38	15:09	4	MES-016	Diego Vázquez Castillo	1	morning	597	199	0	0	15.92	796	124.81	904.89	109.21	0	904.89	tarjeta	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240211-0357	2024-02-11	12:41	18:30	16	MES-029	María Elena Gutiérrez Flores	2	morning	477.75	159.25	0	9.56	12.74	637	98.35	713.05	86.06	713.05	0	efectivo	FRMX-TV-CDMX-001	express	TACOS PASTOR
CHQ-FRMX-MB-CDMX-001-20240205-0358	2024-02-05	10:02	16:07	12	MES-033	María Elena Gutiérrez Flores	3	night	231.75	77.25	12.36	4.64	0	309	46.72	338.72	40.88	338.72	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240206-0359	2024-02-06	19:17	18:27	25	MES-014	Carmen Jiménez Ortiz	3	afternoon	658.5	219.5	0	0	17.56	878	137.67	998.11	120.46	0	998.11	tarjeta	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240207-0360	2024-02-07	20:21	23:41	27	MES-020	José Antonio López Hernández	4	morning	183	61	9.76	0	0	244	37.48	271.72	32.79	271.72	0	efectivo	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240208-0361	2024-02-08	20:12	22:59	21	MES-018	Diego Vázquez Castillo	3	morning	488.25	162.75	26.04	9.76	13.02	651	96.35	698.53	84.31	0	698.53	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240209-0362	2024-02-09	12:37	17:42	25	MES-020	Pablo Mendoza Romero	4	afternoon	124.5	41.5	0	0	0	166	26.56	192.56	23.24	0	192.56	tarjeta	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240210-0363	2024-02-10	17:47	10:45	9	MES-010	Diego Vázquez Castillo	2	afternoon	173.25	57.75	9.24	0	4.62	231	34.74	251.88	30.4	0	251.88	tarjeta	FRMX-MB-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-CD-MTY-001-20240211-0364	2024-02-11	11:59	10:03	11	MES-015	Pablo Mendoza Romero	1	night	646.5	215.5	34.48	0	0	862	132.4	959.92	115.85	0	959.92	tarjeta	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240205-0365	2024-02-05	13:38	13:09	6	MES-003	Luis Ramírez Torres	4	morning	303.75	101.25	16.2	0	0	405	62.21	451.01	54.43	0	451.01	tarjeta	FRMX-TV-GDL-001	express	Cerveza Corona
CHQ-FRMX-CD-CDMX-001-20240206-0366	2024-02-06	11:02	12:24	27	MES-006	Carmen Jiménez Ortiz	2	night	429.75	143.25	0	0	0	573	91.68	664.68	80.22	0	664.68	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240207-0367	2024-02-07	15:24	13:31	17	MES-005	Luis Ramírez Torres	1	afternoon	657.75	219.25	35.08	13.16	0	877	132.6	961.36	116.03	961.36	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240208-0368	2024-02-08	13:29	16:36	30	MES-030	María Elena Gutiérrez Flores	3	night	160.5	53.5	0	0	4.28	214	33.56	243.28	29.36	243.28	0	efectivo	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240209-0369	2024-02-09	11:40	14:26	28	MES-009	José Antonio López Hernández	3	night	432	144	0	0	0	576	92.16	668.16	80.64	0	668.16	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240210-0370	2024-02-10	16:43	14:57	25	MES-025	José Antonio López Hernández	2	afternoon	409.5	136.5	21.84	8.19	0	546	82.56	598.53	72.24	0	598.53	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240211-0371	2024-02-11	22:05	22:30	4	MES-039	Sofía Reyes Morales	1	night	182.25	60.75	0	3.65	0	243	38.3	277.65	33.51	277.65	0	efectivo	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240205-0372	2024-02-05	20:52	9:26	9	MES-007	José Antonio López Hernández	2	afternoon	603	201	0	12.06	16.08	804	124.14	900	108.62	0	900	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240206-0373	2024-02-06	19:32	18:09	23	MES-024	Ana Cruz Martínez	1	afternoon	201	67	10.72	4.02	0	268	40.52	293.78	35.46	0	293.78	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240207-0374	2024-02-07	16:37	21:04	25	MES-010	Carmen Jiménez Ortiz	3	night	458.25	152.75	0	9.16	12.22	611	94.34	683.96	82.55	683.96	0	efectivo	FRMX-CD-MTY-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-GDL-001-20240208-0375	2024-02-08	20:07	11:17	12	MES-003	Sofía Reyes Morales	4	night	661.5	220.5	35.28	0	0	882	135.48	982.2	118.54	0	982.2	tarjeta	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240209-0376	2024-02-09	11:29	18:30	15	MES-035	María Elena Gutiérrez Flores	3	night	558	186	0	0	0	744	119.04	863.04	104.16	0	863.04	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240210-0377	2024-02-10	7:43	17:19	13	MES-004	Diego Vázquez Castillo	2	afternoon	528.75	176.25	0	0	0	705	112.8	817.8	98.7	817.8	0	efectivo	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240211-0378	2024-02-11	13:39	10:12	15	MES-030	María Elena Gutiérrez Flores	2	night	125.25	41.75	0	0	0	167	26.72	193.72	23.38	0	193.72	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240205-0379	2024-02-05	12:13	12:23	22	MES-010	Diego Vázquez Castillo	2	morning	417	139	0	8.34	0	556	87.63	635.29	76.67	0	635.29	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240206-0380	2024-02-06	12:07	8:34	6	MES-037	María Elena Gutiérrez Flores	1	morning	182.25	60.75	9.72	3.65	4.86	243	35.96	260.73	31.47	260.73	0	efectivo	FRMX-TV-GDL-001	express	Pescado Zarandeado
CHQ-FRMX-CD-CDMX-001-20240207-0381	2024-02-07	17:04	8:18	4	MES-011	Diego Vázquez Castillo	3	morning	646.5	215.5	0	0	0	862	137.92	999.92	120.68	999.92	0	efectivo	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240208-0382	2024-02-08	12:09	9:40	7	MES-035	Ana Cruz Martínez	1	night	232.5	77.5	12.4	0	6.2	310	46.62	338.02	40.8	338.02	0	efectivo	FRMX-TV-CDMX-001	express	PESC ZARAND
CHQ-FRMX-MB-CDMX-001-20240209-0383	2024-02-09	7:30	8:39	24	MES-009	Sofía Reyes Morales	3	morning	456	152	0	9.12	12.16	608	93.88	680.6	82.14	0	680.6	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240210-0384	2024-02-10	15:46	14:49	28	MES-027	Luis Ramírez Torres	3	night	523.5	174.5	0	10.47	0	698	110	797.53	96.25	0	797.53	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240211-0385	2024-02-11	10:43	16:32	16	MES-004	José Antonio López Hernández	3	afternoon	210.75	70.25	0	4.22	0	281	44.28	321.06	38.75	0	321.06	tarjeta	FRMX-TV-GDL-001	express	Orden Tacos Pastor
CHQ-FRMX-CD-CDMX-001-20240205-0386	2024-02-05	11:37	10:10	24	MES-004	Diego Vázquez Castillo	3	afternoon	537.75	179.25	0	10.76	14.34	717	110.7	802.6	96.87	0	802.6	tarjeta	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240206-0387	2024-02-06	8:28	19:54	30	MES-040	Diego Vázquez Castillo	4	morning	498	166	0	0	13.28	664	104.12	754.84	91.1	754.84	0	efectivo	FRMX-TV-CDMX-001	express	tacos_pastor
CHQ-FRMX-MB-CDMX-001-20240207-0388	2024-02-07	13:12	16:18	9	MES-030	Sofía Reyes Morales	4	morning	545.25	181.75	29.08	0	14.54	727	109.34	792.72	95.67	0	792.72	tarjeta	FRMX-MB-CDMX-001	dine_in	Margarita
CHQ-FRMX-CD-MTY-001-20240208-0389	2024-02-08	14:53	10:26	21	MES-007	Ana Cruz Martínez	3	morning	183.75	61.25	0	3.68	0	245	38.61	279.93	33.78	279.93	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240209-0390	2024-02-09	13:37	17:44	21	MES-033	Pablo Mendoza Romero	1	night	375.75	125.25	0	0	0	501	80.16	581.16	70.14	581.16	0	efectivo	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240210-0391	2024-02-10	17:35	12:12	9	MES-028	Sofía Reyes Morales	1	afternoon	213.75	71.25	0	0	5.7	285	44.69	323.99	39.1	323.99	0	efectivo	FRMX-CD-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-TV-CDMX-001-20240211-0392	2024-02-11	14:58	19:20	20	MES-016	Luis Ramírez Torres	3	afternoon	525.75	175.25	28.04	0	0	701	107.67	780.63	94.21	0	780.63	tarjeta	FRMX-TV-CDMX-001	express	TACOS PASTOR
CHQ-FRMX-MB-CDMX-001-20240205-0393	2024-02-05	15:26	20:55	8	MES-030	Carmen Jiménez Ortiz	4	night	151.5	50.5	8.08	3.03	4.04	202	29.9	216.75	26.16	216.75	0	efectivo	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240206-0394	2024-02-06	7:50	15:33	1	MES-008	Luis Ramírez Torres	2	morning	463.5	154.5	0	0	0	618	98.88	716.88	86.52	716.88	0	efectivo	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240207-0395	2024-02-07	16:13	10:29	17	MES-003	José Antonio López Hernández	1	night	152.25	50.75	0	3.05	4.06	203	31.34	227.23	27.42	0	227.23	tarjeta	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240208-0396	2024-02-08	11:08	9:33	13	MES-016	Diego Vázquez Castillo	3	morning	140.25	46.75	7.48	0	3.74	187	28.12	203.9	24.61	203.9	0	efectivo	FRMX-CD-CDMX-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-CDMX-001-20240209-0397	2024-02-09	16:49	11:23	19	MES-038	María Elena Gutiérrez Flores	1	morning	393	131	0	0	0	524	83.84	607.84	73.36	0	607.84	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240210-0398	2024-02-10	10:50	15:25	1	MES-005	Carmen Jiménez Ortiz	3	afternoon	122.25	40.75	6.52	0	3.26	163	24.52	177.74	21.45	177.74	0	efectivo	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240211-0399	2024-02-11	10:39	9:13	15	MES-021	María Elena Gutiérrez Flores	3	night	529.5	176.5	28.24	10.59	0	706	106.75	773.92	93.4	0	773.92	tarjeta	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240205-0400	2024-02-05	8:01	14:15	30	MES-038	Diego Vázquez Castillo	2	morning	189.75	63.25	10.12	3.8	0	253	38.25	277.33	33.47	0	277.33	tarjeta	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240206-0401	2024-02-06	16:53	18:11	23	MES-028	María Elena Gutiérrez Flores	1	morning	225	75	0	0	6	300	47.04	341.04	41.16	341.04	0	efectivo	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240207-0402	2024-02-07	11:35	11:43	20	MES-017	Luis Ramírez Torres	2	night	115.5	38.5	0	0	0	154	24.64	178.64	21.56	0	178.64	tarjeta	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240208-0403	2024-02-08	10:49	14:19	24	MES-034	María Elena Gutiérrez Flores	2	morning	288	96	0	0	7.68	384	60.21	436.53	52.68	0	436.53	tarjeta	FRMX-MB-CDMX-001	dine_in	tacos_pastor
CHQ-FRMX-CD-MTY-001-20240209-0404	2024-02-09	16:03	21:18	22	MES-035	Diego Vázquez Castillo	3	afternoon	96	32	0	1.92	0	128	20.17	146.25	17.65	146.25	0	efectivo	FRMX-CD-MTY-001	dine_in	Margarita
CHQ-FRMX-TV-GDL-001-20240210-0405	2024-02-10	14:12	20:29	25	MES-013	Luis Ramírez Torres	3	night	642	214	0	0	0	856	136.96	992.96	119.84	0	992.96	tarjeta	FRMX-TV-GDL-001	express	Margarita
CHQ-FRMX-CD-CDMX-001-20240211-0406	2024-02-11	21:06	11:56	19	MES-031	Sofía Reyes Morales	2	morning	372.75	124.25	19.88	0	0	497	76.34	553.46	66.8	553.46	0	efectivo	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240205-0407	2024-02-05	13:55	20:43	24	MES-025	Diego Vázquez Castillo	2	morning	143.25	47.75	0	0	3.82	191	29.95	217.13	26.21	217.13	0	efectivo	FRMX-TV-CDMX-001	express	Pescado Zarandeado
CHQ-FRMX-MB-CDMX-001-20240206-0408	2024-02-06	22:54	22:32	26	MES-004	Carmen Jiménez Ortiz	1	night	412.5	137.5	0	0	0	550	88	638	77	638	0	efectivo	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240207-0409	2024-02-07	7:32	17:30	25	MES-027	Pablo Mendoza Romero	1	night	133.5	44.5	0	2.67	3.56	178	27.48	199.25	24.05	0	199.25	tarjeta	FRMX-CD-MTY-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-GDL-001-20240208-0410	2024-02-08	11:45	10:23	19	MES-010	José Antonio López Hernández	4	afternoon	156.75	52.25	8.36	3.14	4.18	209	30.93	224.25	27.06	224.25	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240209-0411	2024-02-09	15:46	10:05	29	MES-027	Ana Cruz Martínez	4	night	603	201	32.16	0	16.08	804	120.92	876.68	105.81	0	876.68	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240210-0412	2024-02-10	17:50	18:45	10	MES-028	Ana Cruz Martínez	2	afternoon	426.75	142.25	0	0	11.38	569	89.22	646.84	78.07	646.84	0	efectivo	FRMX-TV-CDMX-001	express	CORONA 355ML
CHQ-FRMX-MB-CDMX-001-20240211-0413	2024-02-11	11:13	21:29	21	MES-030	Luis Ramírez Torres	4	night	201.75	67.25	10.76	0	5.38	269	40.46	293.32	35.4	0	293.32	tarjeta	FRMX-MB-CDMX-001	dine_in	margarita clasica
CHQ-FRMX-CD-MTY-001-20240205-0414	2024-02-05	16:58	12:42	15	MES-025	María Elena Gutiérrez Flores	1	afternoon	206.25	68.75	0	0	0	275	44	319	38.5	0	319	tarjeta	FRMX-CD-MTY-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-GDL-001-20240206-0415	2024-02-06	16:55	19:37	3	MES-034	Luis Ramírez Torres	3	morning	157.5	52.5	8.4	0	4.2	210	31.58	228.98	27.64	228.98	0	efectivo	FRMX-TV-GDL-001	express	CORONA 355ML
CHQ-FRMX-CD-CDMX-001-20240207-0416	2024-02-07	21:15	13:26	2	MES-022	Sofía Reyes Morales	3	morning	393.75	131.25	0	0	0	525	84	609	73.5	0	609	tarjeta	FRMX-CD-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-TV-CDMX-001-20240208-0417	2024-02-08	7:27	11:30	30	MES-010	Diego Vázquez Castillo	1	night	370.5	123.5	0	0	0	494	79.04	573.04	69.16	573.04	0	efectivo	FRMX-TV-CDMX-001	express	margarita clasica
CHQ-FRMX-MB-CDMX-001-20240209-0418	2024-02-09	13:32	13:55	10	MES-018	Pablo Mendoza Romero	1	afternoon	640.5	213.5	0	0	0	854	136.64	990.64	119.56	990.64	0	efectivo	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240210-0419	2024-02-10	12:37	20:58	25	MES-020	Sofía Reyes Morales	4	night	142.5	47.5	0	2.85	0	190	29.94	217.09	26.2	217.09	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
CHQ-FRMX-TV-GDL-001-20240211-0420	2024-02-11	7:14	19:52	5	MES-002	José Antonio López Hernández	1	morning	522.75	174.25	0	0	13.94	697	109.29	792.35	95.63	0	792.35	tarjeta	FRMX-TV-GDL-001	express	Taco al Pastor
CHQ-FRMX-CD-CDMX-001-20240205-0421	2024-02-05	17:19	11:21	27	MES-037	Luis Ramírez Torres	4	afternoon	102.75	34.25	0	2.05	2.74	137	21.15	153.36	18.51	153.36	0	efectivo	FRMX-CD-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-TV-CDMX-001-20240206-0422	2024-02-06	16:29	19:30	18	MES-031	Diego Vázquez Castillo	3	night	303.75	101.25	0	0	0	405	64.8	469.8	56.7	0	469.8	tarjeta	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240207-0423	2024-02-07	19:21	11:51	2	MES-009	Pablo Mendoza Romero	2	afternoon	662.25	220.75	35.32	0	0	883	135.63	983.31	118.68	983.31	0	efectivo	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240208-0424	2024-02-08	18:54	16:28	4	MES-024	Luis Ramírez Torres	2	afternoon	117.75	39.25	0	0	3.14	157	24.62	178.48	21.54	178.48	0	efectivo	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240209-0425	2024-02-09	8:27	21:58	26	MES-034	Ana Cruz Martínez	2	afternoon	579	193	0	0	0	772	123.52	895.52	108.08	895.52	0	efectivo	FRMX-TV-GDL-001	express	PESC ZARAND
CHQ-FRMX-CD-CDMX-001-20240210-0426	2024-02-10	11:34	11:34	4	MES-037	Ana Cruz Martínez	2	night	427.5	142.5	0	0	11.4	570	89.38	647.98	78.2	0	647.98	tarjeta	FRMX-CD-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-CDMX-001-20240211-0427	2024-02-11	10:23	14:33	7	MES-014	Diego Vázquez Castillo	3	morning	250.5	83.5	0	5.01	6.68	334	51.57	373.88	45.12	373.88	0	efectivo	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240205-0428	2024-02-05	12:03	8:11	22	MES-027	Carmen Jiménez Ortiz	1	morning	403.5	134.5	21.52	8.07	10.76	538	79.62	577.27	69.67	0	577.27	tarjeta	FRMX-MB-CDMX-001	dine_in	PESC ZARAND
CHQ-FRMX-CD-MTY-001-20240206-0429	2024-02-06	19:50	15:15	21	MES-029	Sofía Reyes Morales	2	night	634.5	211.5	0	12.69	16.92	846	130.62	947.01	114.29	0	947.01	tarjeta	FRMX-CD-MTY-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-GDL-001-20240207-0430	2024-02-07	20:37	18:11	1	MES-039	Luis Ramírez Torres	2	night	408	136	21.76	0	0	544	83.56	605.8	73.11	605.8	0	efectivo	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240208-0431	2024-02-08	15:34	22:42	14	MES-033	Pablo Mendoza Romero	1	afternoon	333	111	0	0	0	444	71.04	515.04	62.16	0	515.04	tarjeta	FRMX-CD-CDMX-001	dine_in	Taco al Pastor
CHQ-FRMX-TV-CDMX-001-20240209-0432	2024-02-09	12:02	23:39	16	MES-031	Ana Cruz Martínez	2	morning	93	31	0	0	2.48	124	19.44	140.96	17.01	0	140.96	tarjeta	FRMX-TV-CDMX-001	express	Taco al Pastor
CHQ-FRMX-MB-CDMX-001-20240210-0433	2024-02-10	21:26	13:00	19	MES-026	Diego Vázquez Castillo	3	night	585.75	195.25	31.24	0	15.62	781	117.46	851.6	102.78	0	851.6	tarjeta	FRMX-MB-CDMX-001	dine_in	Pescado Zarandeado
CHQ-FRMX-CD-MTY-001-20240211-0434	2024-02-11	9:18	8:24	14	MES-020	Sofía Reyes Morales	2	night	596.25	198.75	31.8	0	15.9	795	119.57	866.87	104.62	0	866.87	tarjeta	FRMX-CD-MTY-001	dine_in	TACOS PASTOR
CHQ-FRMX-TV-GDL-001-20240205-0435	2024-02-05	11:31	22:53	15	MES-014	José Antonio López Hernández	2	night	522	174	0	0	0	696	111.36	807.36	97.44	807.36	0	efectivo	FRMX-TV-GDL-001	express	TACOS PASTOR
CHQ-FRMX-CD-CDMX-001-20240206-0436	2024-02-06	18:04	13:00	2	MES-026	Sofía Reyes Morales	2	afternoon	405.75	135.25	0	0	10.82	541	84.83	615.01	74.23	0	615.01	tarjeta	FRMX-CD-CDMX-001	dine_in	Margarita
CHQ-FRMX-TV-CDMX-001-20240207-0437	2024-02-07	18:21	17:26	14	MES-030	Carmen Jiménez Ortiz	3	afternoon	347.25	115.75	0	0	0	463	74.08	537.08	64.82	537.08	0	efectivo	FRMX-TV-CDMX-001	express	Orden Tacos Pastor
CHQ-FRMX-MB-CDMX-001-20240208-0438	2024-02-08	22:08	15:27	15	MES-029	Sofía Reyes Morales	1	afternoon	186.75	62.25	0	0	4.98	249	39.04	283.06	34.16	0	283.06	tarjeta	FRMX-MB-CDMX-001	dine_in	TACOS PASTOR
CHQ-FRMX-CD-MTY-001-20240209-0439	2024-02-09	16:34	14:02	6	MES-015	Luis Ramírez Torres	4	afternoon	163.5	54.5	8.72	3.27	0	218	32.96	238.97	28.84	238.97	0	efectivo	FRMX-CD-MTY-001	dine_in	tacos_pastor
CHQ-FRMX-TV-GDL-001-20240210-0440	2024-02-10	16:20	23:02	27	MES-012	Carmen Jiménez Ortiz	3	afternoon	101.25	33.75	0	0	2.7	135	21.17	153.47	18.52	153.47	0	efectivo	FRMX-TV-GDL-001	express	margarita clasica
CHQ-FRMX-CD-CDMX-001-20240211-0441	2024-02-11	17:43	17:46	4	MES-030	Pablo Mendoza Romero	2	night	591	197	0	0	0	788	126.08	914.08	110.32	0	914.08	tarjeta	FRMX-CD-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-TV-CDMX-001-20240205-0442	2024-02-05	13:43	19:15	14	MES-018	José Antonio López Hernández	2	night	124.5	41.5	6.64	0	3.32	166	24.97	181.01	21.85	0	181.01	tarjeta	FRMX-TV-CDMX-001	express	Margarita
CHQ-FRMX-MB-CDMX-001-20240206-0443	2024-02-06	10:28	20:33	20	MES-003	Pablo Mendoza Romero	4	night	650.25	216.75	0	0	0	867	138.72	1005.72	121.38	1005.72	0	efectivo	FRMX-MB-CDMX-001	dine_in	Cerveza Corona
CHQ-FRMX-CD-MTY-001-20240207-0444	2024-02-07	15:43	10:47	21	MES-001	Diego Vázquez Castillo	4	morning	459	153	24.48	0	12.24	612	92.04	667.32	80.54	667.32	0	efectivo	FRMX-CD-MTY-001	dine_in	Orden Tacos Pastor
