receipt_number	date	open_time	close_time	table	server_id	server_name	guests	shift	food_subtotal	beverage_subtotal	discount	comp	voided	subtotal	tax	total	tip	cash	card	payment_method	store_id	service_type
CHQ-FRMX-CD-MTY-001-20240135-0574	2024-01-35	17:38	14:12	10	MES-001	José Antonio López Hernández	1	morning	644.25	214.75	34.36	0	17.18	859	129.19	936.65	113.04	0	936.65	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0575	2024-01-29	10:16	15:14	27	MES-013	José Antonio López Hernández	4	afternoon	242.25	80.75	12.92	0	6.46	323	48.58	352.2	42.51	0	352.2	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0576	2024-01-30	14:52	16:38	21	MES-016	Diego Vázquez Castillo	2	morning	583.5	194.5	31.12	11.67	15.56	778	115.14	834.79	100.75	0	834.79	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0577	2024-01-31	7:36	19:09	7	MES-014	María Elena Gutiérrez Flores	1	afternoon	319.5	106.5	17.04	0	0	426	65.43	474.39	57.25	474.39	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0578	2024-01-32	18:46	21:44	19	MES-026	Carmen Jiménez Ortiz	3	afternoon	225.75	75.25	0	0	6.02	301	47.2	342.18	41.3	0	342.18	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-0579	2024-01-33	8:28	18:57	28	MES-023	María Elena Gutiérrez Flores	2	night	671.25	223.75	0	0	17.9	895	140.34	1017.44	122.79	1017.44	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-0580	2024-01-34	8:20	8:20	25	MES-039	Luis Ramírez Torres	3	afternoon	255	85	13.6	0	6.8	340	51.14	370.74	44.74	370.74	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-0581	2024-01-35	7:01	20:50	3	MES-015	María Elena Gutiérrez Flores	4	morning	264.75	88.25	14.12	5.3	7.06	353	52.24	378.76	45.71	0	378.76	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-0582	2024-01-29	17:53	8:13	26	MES-004	Sofía Reyes Morales	1	night	447.75	149.25	0	0	11.94	597	93.61	678.67	81.91	0	678.67	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-0583	2024-01-30	8:01	14:31	3	MES-037	Diego Vázquez Castillo	2	night	144	48	0	0	3.84	192	30.11	218.27	26.34	0	218.27	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-0584	2024-01-31	22:51	19:28	10	MES-009	Luis Ramírez Torres	4	night	622.5	207.5	0	0	16.6	830	130.14	943.54	113.88	943.54	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-0585	2024-01-32	9:05	21:35	8	MES-024	Sofía Reyes Morales	3	morning	219.75	73.25	0	0	5.86	293	45.94	333.08	40.2	0	333.08	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-0586	2024-01-33	8:09	21:45	25	MES-025	María Elena Gutiérrez Flores	2	morning	96	32	0	0	2.56	128	20.07	145.51	17.56	0	145.51	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-0587	2024-01-34	14:51	21:08	21	MES-025	Sofía Reyes Morales	2	morning	639	213	0	0	0	852	136.32	988.32	119.28	988.32	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-0588	2024-01-35	14:29	17:46	29	MES-003	Diego Vázquez Castillo	1	morning	107.25	35.75	0	0	0	143	22.88	165.88	20.02	0	165.88	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-0589	2024-01-29	12:13	8:01	4	MES-013	Luis Ramírez Torres	3	night	222.75	74.25	11.88	4.46	0	297	44.91	325.57	39.29	0	325.57	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-0590	2024-01-30	16:54	18:12	13	MES-027	Ana Cruz Martínez	1	afternoon	484.5	161.5	0	9.69	0	646	101.81	738.12	89.08	738.12	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-0591	2024-01-31	9:05	17:38	24	MES-011	Ana Cruz Martínez	4	morning	200.25	66.75	0	4.01	5.34	267	41.22	298.87	36.07	0	298.87	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-0592	2024-01-32	21:11	22:50	28	MES-001	Pablo Mendoza Romero	4	afternoon	585.75	195.25	0	0	15.62	781	122.46	887.84	107.15	0	887.84	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-0593	2024-01-33	10:42	20:02	22	MES-006	Luis Ramírez Torres	3	night	208.5	69.5	0	0	0	278	44.48	322.48	38.92	0	322.48	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-0594	2024-01-34	9:03	23:50	20	MES-018	Pablo Mendoza Romero	4	night	446.25	148.75	0	8.92	0	595	93.77	679.85	82.05	0	679.85	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-0595	2024-01-35	17:27	18:21	12	MES-022	Sofía Reyes Morales	1	night	480.75	160.25	0	9.62	0	641	101.02	732.4	88.39	732.4	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-0596	2024-01-29	14:35	13:11	13	MES-014	Carmen Jiménez Ortiz	1	morning	146.25	48.75	0	0	0	195	31.2	226.2	27.3	0	226.2	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-0597	2024-01-30	13:29	17:35	7	MES-029	Ana Cruz Martínez	3	morning	357	119	19.04	0	0	476	73.11	530.07	63.97	0	530.07	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-0598	2024-01-31	18:20	19:24	25	MES-033	Pablo Mendoza Romero	1	afternoon	450	150	0	0	0	600	96	696	84	0	696	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-0599	2024-01-32	12:25	13:46	19	MES-004	Pablo Mendoza Romero	4	night	486	162	25.92	9.72	0	648	97.98	710.34	85.73	0	710.34	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-0600	2024-01-33	19:02	17:48	19	MES-014	Luis Ramírez Torres	4	night	360.75	120.25	0	7.22	0	481	75.8	549.58	66.33	0	549.58	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0601	2024-01-34	12:32	14:09	2	MES-021	María Elena Gutiérrez Flores	2	morning	477.75	159.25	25.48	9.56	12.74	637	94.28	683.5	82.49	0	683.5	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0602	2024-01-35	7:41	12:54	22	MES-038	Ana Cruz Martínez	3	afternoon	433.5	144.5	0	8.67	11.56	578	89.24	647.01	78.09	647.01	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0603	2024-01-29	11:20	19:11	18	MES-019	Carmen Jiménez Ortiz	3	morning	174	58	9.28	0	4.64	232	34.89	252.97	30.53	252.97	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0604	2024-01-30	18:58	13:16	17	MES-002	Luis Ramírez Torres	2	afternoon	411.75	137.25	21.96	0	0	549	84.33	611.37	73.79	0	611.37	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-0605	2024-01-31	19:07	17:18	12	MES-025	José Antonio López Hernández	3	morning	186	62	0	0	4.96	248	38.89	281.93	34.03	281.93	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-0606	2024-01-32	8:10	17:35	17	MES-019	Sofía Reyes Morales	3	night	671.25	223.75	0	13.43	17.9	895	138.19	1001.86	120.91	1001.86	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-0607	2024-01-33	9:09	8:12	8	MES-003	Diego Vázquez Castillo	4	night	193.5	64.5	10.32	3.87	0	258	39.01	282.82	34.13	282.82	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-0608	2024-01-34	12:29	11:26	28	MES-022	Pablo Mendoza Romero	2	morning	369	123	0	7.38	9.84	492	75.96	550.74	66.47	550.74	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-0609	2024-01-35	8:09	13:08	27	MES-020	Pablo Mendoza Romero	2	morning	572.25	190.75	0	0	0	763	122.08	885.08	106.82	0	885.08	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0610	2024-01-29	22:25	14:25	10	MES-024	Sofía Reyes Morales	3	morning	504	168	0	0	13.44	672	105.37	763.93	92.2	763.93	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0611	2024-01-30	7:59	18:37	16	MES-013	Carmen Jiménez Ortiz	2	afternoon	626.25	208.75	33.4	0	0	835	128.26	929.86	112.22	0	929.86	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0612	2024-01-31	13:57	17:49	5	MES-026	Ana Cruz Martínez	2	morning	309	103	16.48	6.18	0	412	62.29	451.63	54.51	0	451.63	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0613	2024-01-32	10:33	18:30	2	MES-016	Sofía Reyes Morales	2	night	642	214	0	0	0	856	136.96	992.96	119.84	0	992.96	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-0614	2024-01-33	21:33	16:33	18	MES-028	Diego Vázquez Castillo	4	morning	463.5	154.5	24.72	0	0	618	94.92	688.2	83.06	0	688.2	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-0615	2024-01-34	17:33	11:13	8	MES-023	Sofía Reyes Morales	4	afternoon	536.25	178.75	0	0	0	715	114.4	829.4	100.1	0	829.4	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-0616	2024-01-35	12:53	17:23	24	MES-039	Diego Vázquez Castillo	3	night	295.5	98.5	15.76	0	7.88	394	59.26	429.62	51.85	0	429.62	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-0617	2024-01-29	12:58	16:22	29	MES-026	Sofía Reyes Morales	1	morning	659.25	219.75	0	0	17.58	879	137.83	999.25	120.6	999.25	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-0618	2024-01-30	13:52	14:27	24	MES-036	Diego Vázquez Castillo	4	morning	546	182	0	0	14.56	728	114.15	827.59	99.88	0	827.59	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-0619	2024-01-31	15:06	16:18	18	MES-014	Sofía Reyes Morales	4	morning	306.75	102.25	0	0	8.18	409	64.13	464.95	56.11	464.95	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-0620	2024-01-32	16:23	20:40	10	MES-020	María Elena Gutiérrez Flores	3	night	502.5	167.5	26.8	10.05	13.4	670	99.16	718.91	86.77	0	718.91	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-0621	2024-01-33	15:33	15:42	17	MES-036	José Antonio López Hernández	2	night	670.5	223.5	35.76	13.41	0	894	135.17	980	118.28	980	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-0622	2024-01-34	18:52	23:18	26	MES-018	Sofía Reyes Morales	3	night	476.25	158.75	25.4	0	12.7	635	95.5	692.4	83.57	0	692.4	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-0623	2024-01-35	20:26	12:08	19	MES-007	José Antonio López Hernández	3	night	670.5	223.5	35.76	13.41	0	894	135.17	980	118.28	980	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-0624	2024-01-29	21:58	13:43	9	MES-035	Ana Cruz Martínez	1	morning	347.25	115.75	0	0	9.26	463	72.6	526.34	63.52	526.34	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-0625	2024-01-30	10:43	16:36	13	MES-013	José Antonio López Hernández	3	night	204.75	68.25	10.92	0	0	273	41.93	304.01	36.69	304.01	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-0626	2024-01-31	12:27	16:32	17	MES-037	Pablo Mendoza Romero	3	afternoon	278.25	92.75	14.84	0	7.42	371	55.8	404.54	48.82	404.54	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-0627	2024-01-32	10:06	23:43	19	MES-038	Sofía Reyes Morales	3	night	114	38	0	2.28	0	152	23.96	173.68	20.96	0	173.68	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-0628	2024-01-33	17:44	12:01	18	MES-022	Diego Vázquez Castillo	2	afternoon	314.25	104.75	0	6.29	0	419	66.03	478.74	57.78	0	478.74	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-0629	2024-01-34	15:34	17:48	18	MES-013	Ana Cruz Martínez	4	afternoon	609.75	203.25	32.52	0	0	813	124.88	905.36	109.27	905.36	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-0630	2024-01-35	18:10	13:59	17	MES-022	Pablo Mendoza Romero	1	afternoon	245.25	81.75	13.08	0	6.54	327	49.18	356.56	43.03	0	356.56	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-0631	2024-01-29	18:05	22:15	4	MES-021	María Elena Gutiérrez Flores	1	afternoon	674.25	224.75	35.96	0	17.98	899	135.21	980.27	118.31	980.27	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-0632	2024-01-30	11:42	21:02	19	MES-007	Sofía Reyes Morales	1	night	351.75	117.25	18.76	0	9.38	469	70.54	511.4	61.72	0	511.4	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-0633	2024-01-31	19:05	9:37	10	MES-005	María Elena Gutiérrez Flores	3	morning	485.25	161.75	25.88	0	12.94	647	97.31	705.49	85.15	0	705.49	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-0634	2024-01-32	20:08	10:19	26	MES-008	Diego Vázquez Castillo	1	afternoon	112.5	37.5	0	2.25	0	150	23.64	171.39	20.69	171.39	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-0635	2024-01-33	9:06	9:32	23	MES-006	José Antonio López Hernández	1	night	665.25	221.75	0	0	17.74	887	139.08	1008.34	121.7	0	1008.34	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0636	2024-01-34	19:17	14:55	10	MES-030	Pablo Mendoza Romero	2	afternoon	573.75	191.25	0	0	0	765	122.4	887.4	107.1	0	887.4	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0637	2024-01-35	16:57	23:53	11	MES-011	Ana Cruz Martínez	3	morning	622.5	207.5	0	0	0	830	132.8	962.8	116.2	0	962.8	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0638	2024-01-29	12:47	20:45	16	MES-037	José Antonio López Hernández	3	night	315	105	0	0	8.4	420	65.86	477.46	57.62	0	477.46	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0639	2024-01-30	8:51	15:59	15	MES-033	Ana Cruz Martínez	3	night	468	156	0	9.36	0	624	98.34	712.98	86.05	712.98	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-0640	2024-01-31	18:02	16:55	1	MES-039	Luis Ramírez Torres	1	afternoon	205.5	68.5	0	0	5.48	274	42.96	311.48	37.59	0	311.48	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-0641	2024-01-32	16:20	11:38	10	MES-040	Pablo Mendoza Romero	2	afternoon	406.5	135.5	0	8.13	10.84	542	83.68	606.71	73.22	606.71	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-0642	2024-01-33	13:35	23:02	25	MES-036	Carmen Jiménez Ortiz	2	night	154.5	51.5	8.24	0	0	206	31.64	229.4	27.69	0	229.4	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-0643	2024-01-34	12:30	10:59	16	MES-027	Ana Cruz Martínez	4	afternoon	210	70	11.2	0	0	280	43.01	311.81	37.63	311.81	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-0644	2024-01-35	13:59	21:08	20	MES-007	Luis Ramírez Torres	4	night	204	68	0	0	5.44	272	42.65	309.21	37.32	0	309.21	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0645	2024-01-29	20:30	21:30	18	MES-039	Diego Vázquez Castillo	3	afternoon	633	211	33.76	0	0	844	129.64	939.88	113.43	939.88	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0646	2024-01-30	17:28	21:24	18	MES-012	Carmen Jiménez Ortiz	1	morning	162.75	54.25	0	0	4.34	217	34.03	246.69	29.77	0	246.69	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0647	2024-01-31	10:15	11:00	15	MES-001	Pablo Mendoza Romero	2	morning	528.75	176.25	0	0	14.1	705	110.54	801.44	96.73	0	801.44	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0648	2024-01-32	9:29	22:46	23	MES-001	Pablo Mendoza Romero	1	afternoon	512.25	170.75	0	0	0	683	109.28	792.28	95.62	792.28	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240133-0649	2024-01-33	19:54	21:03	3	MES-039	Pablo Mendoza Romero	1	afternoon	261.75	87.25	13.96	5.24	0	349	52.77	382.57	46.17	0	382.57	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240134-0650	2024-01-34	13:35	19:49	6	MES-016	Carmen Jiménez Ortiz	4	night	257.25	85.75	13.72	0	6.86	343	51.59	374.01	45.14	0	374.01	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240135-0651	2024-01-35	10:07	12:17	9	MES-024	Carmen Jiménez Ortiz	4	night	192	64	0	0	0	256	40.96	296.96	35.84	296.96	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240129-0652	2024-01-29	8:08	14:19	3	MES-006	Carmen Jiménez Ortiz	2	afternoon	612.75	204.25	32.68	0	0	817	125.49	909.81	109.8	909.81	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240130-0653	2024-01-30	17:50	11:33	7	MES-013	José Antonio López Hernández	1	morning	587.25	195.75	0	0	15.66	783	122.77	890.11	107.43	890.11	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240131-0654	2024-01-31	19:37	11:49	10	MES-003	María Elena Gutiérrez Flores	1	night	97.5	32.5	0	0	2.6	130	20.38	147.78	17.84	147.78	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240132-0655	2024-01-32	13:40	8:28	22	MES-013	Diego Vázquez Castillo	1	afternoon	293.25	97.75	0	0	7.82	391	61.31	444.49	53.65	0	444.49	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240133-0656	2024-01-33	9:24	10:50	10	MES-036	Carmen Jiménez Ortiz	3	morning	471.75	157.25	25.16	9.44	12.58	629	93.09	674.91	81.45	0	674.91	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240134-0657	2024-01-34	14:13	19:56	14	MES-009	Luis Ramírez Torres	3	night	551.25	183.75	0	11.03	14.7	735	113.48	822.75	99.3	0	822.75	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240135-0658	2024-01-35	20:46	19:45	21	MES-006	Ana Cruz Martínez	4	morning	557.25	185.75	29.72	0	14.86	743	111.75	810.17	97.78	0	810.17	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240129-0659	2024-01-29	17:56	17:08	27	MES-016	José Antonio López Hernández	4	afternoon	306	102	16.32	0	0	408	62.67	454.35	54.84	454.35	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240130-0660	2024-01-30	16:52	20:33	20	MES-005	María Elena Gutiérrez Flores	4	morning	303.75	101.25	0	0	8.1	405	63.5	460.4	55.57	460.4	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240131-0661	2024-01-31	15:55	15:49	8	MES-012	Carmen Jiménez Ortiz	2	afternoon	467.25	155.75	24.92	9.34	0	623	94.2	682.94	82.42	682.94	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240132-0662	2024-01-32	18:02	10:11	10	MES-024	Carmen Jiménez Ortiz	4	night	134.25	44.75	7.16	2.69	0	179	27.06	196.21	23.68	196.21	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240133-0663	2024-01-33	22:29	17:17	5	MES-021	José Antonio López Hernández	2	night	116.25	38.75	0	2.32	0	155	24.43	177.11	21.38	0	177.11	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240134-0664	2024-01-34	19:12	8:36	16	MES-037	Luis Ramírez Torres	1	afternoon	635.25	211.75	33.88	12.71	16.94	847	125.36	908.83	109.69	908.83	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240135-0665	2024-01-35	12:31	23:01	15	MES-002	María Elena Gutiérrez Flores	4	afternoon	543.75	181.25	0	0	0	725	116	841	101.5	841	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240129-0666	2024-01-29	19:40	17:49	24	MES-027	Ana Cruz Martínez	1	afternoon	143.25	47.75	7.64	0	3.82	191	28.73	208.27	25.14	0	208.27	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240130-0667	2024-01-30	22:17	18:16	25	MES-032	Pablo Mendoza Romero	4	night	621	207	0	0	0	828	132.48	960.48	115.92	960.48	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240131-0668	2024-01-31	12:30	17:07	16	MES-010	José Antonio López Hernández	1	morning	216	72	11.52	0	0	288	44.24	320.72	38.71	0	320.72	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240132-0669	2024-01-32	20:44	11:51	26	MES-003	Luis Ramírez Torres	1	afternoon	621	207	0	0	16.56	828	129.83	941.27	113.6	0	941.27	tarjeta	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240133-0670	2024-01-33	22:46	17:08	3	MES-029	Luis Ramírez Torres	4	afternoon	507.75	169.25	27.08	0	13.54	677	101.82	738.2	89.09	0	738.2	tarjeta	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240134-0671	2024-01-34	20:59	14:28	24	MES-024	María Elena Gutiérrez Flores	1	night	337.5	112.5	0	0	9	450	70.56	511.56	61.74	0	511.56	tarjeta	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240135-0672	2024-01-35	17:18	20:33	21	MES-005	Diego Vázquez Castillo	3	morning	579.75	193.25	0	0	15.46	773	121.21	878.75	106.06	878.75	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240129-0673	2024-01-29	21:41	15:09	10	MES-040	Ana Cruz Martínez	1	morning	98.25	32.75	0	0	2.62	131	20.54	148.92	17.97	0	148.92	tarjeta	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240130-0674	2024-01-30	12:09	23:38	7	MES-008	Carmen Jiménez Ortiz	3	night	296.25	98.75	0	0	7.9	395	61.94	449.04	54.19	449.04	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240131-0675	2024-01-31	19:44	10:06	11	MES-001	Luis Ramírez Torres	2	afternoon	223.5	74.5	0	0	5.96	298	46.73	338.77	40.89	338.77	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240132-0676	2024-01-32	14:39	12:35	10	MES-036	Pablo Mendoza Romero	4	afternoon	459	153	0	0	12.24	612	95.96	695.72	83.97	695.72	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240133-0677	2024-01-33	18:50	19:40	29	MES-024	José Antonio López Hernández	2	afternoon	93	31	0	0	2.48	124	19.44	140.96	17.01	140.96	0	efectivo	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240134-0678	2024-01-34	22:28	8:32	17	MES-025	Diego Vázquez Castillo	2	afternoon	323.25	107.75	17.24	0	0	431	66.2	479.96	57.93	479.96	0	efectivo	FRMX-MB-CDMX-001	dine_in
CHQ-FRMX-CD-MTY-001-20240135-0679	2024-01-35	22:39	20:33	18	MES-009	Luis Ramírez Torres	4	morning	383.25	127.75	0	0	10.22	511	80.12	580.9	70.11	580.9	0	efectivo	FRMX-CD-MTY-001	dine_in
CHQ-FRMX-TV-GDL-001-20240129-0680	2024-01-29	21:56	13:08	30	MES-028	José Antonio López Hernández	4	night	270.75	90.25	0	0	0	361	57.76	418.76	50.54	418.76	0	efectivo	FRMX-TV-GDL-001	express
CHQ-FRMX-CD-CDMX-001-20240130-0681	2024-01-30	13:12	20:31	22	MES-038	María Elena Gutiérrez Flores	3	afternoon	640.5	213.5	34.16	0	0	854	131.17	951.01	114.78	951.01	0	efectivo	FRMX-CD-CDMX-001	dine_in
CHQ-FRMX-TV-CDMX-001-20240131-0682	2024-01-31	7:56	14:57	27	MES-014	José Antonio López Hernández	4	morning	597.75	199.25	31.88	0	0	797	122.42	887.54	107.12	0	887.54	tarjeta	FRMX-TV-CDMX-001	express
CHQ-FRMX-MB-CDMX-001-20240132-0683	2024-01-32	11:28	8:24	16	MES-025	María Elena Gutiérrez Flores	3	night	584.25	194.75	0	0	15.58	779	122.15	885.57	106.88	885.57	0	efectivo	FRMX-MB-CDMX-001	dine_in
